site,date,race
BWH,2020-12-25,White
BWH,2020-12-25,Black
BWH,2020-12-25,Black
BWH,2020-12-25,White
BWH,2020-12-25,Black
BWH,2020-12-25,Black
BWH,2020-12-25,White
BWH,2020-12-25,Asian
BWH,2020-12-26,Black
BWH,2020-12-26,Asian
BWH,2020-12-26,Black
BWH,2020-12-26,White
BWH,2020-12-27,White
BWH,2020-12-27,White
BWH,2020-12-27,Black
BWH,2020-12-27,White
BWH,2020-12-28,Hispanic
BWH,2020-12-28,Asian
BWH,2020-12-28,Asian
BWH,2020-12-28,Black
BWH,2020-12-28,Black
BWH,2020-12-28,Black
BWH,2020-12-29,Black
BWH,2020-12-29,White
BWH,2020-12-29,Black
BWH,2020-12-29,Hispanic
BWH,2020-12-29,Asian
BWH,2020-12-29,White
BWH,2020-12-29,Asian
BWH,2020-12-29,Black
BWH,2020-12-29,White
BWH,2020-12-29,White
BWH,2020-12-30,Asian
BWH,2020-12-30,Asian
BWH,2020-12-31,Black
BWH,2020-12-31,Hispanic
BWH,2020-12-31,Black
BWH,2020-12-31,White
BWH,2020-12-31,Black
MGH,2020-01-01,White
MGH,2020-01-01,Hispanic
MGH,2020-01-01,Black
MGH,2020-01-01,White
MGH,2020-01-01,White
MGH,2020-01-01,White
MGH,2020-01-01,White
MGH,2020-01-01,White
MGH,2020-01-01,White
MGH,2020-01-02,Asian
MGH,2020-01-02,Hispanic
MGH,2020-01-02,Asian
MGH,2020-01-02,Hispanic
MGH,2020-01-02,White
MGH,2020-01-02,Asian
MGH,2020-01-02,White
MGH,2020-01-03,White
MGH,2020-01-03,White
MGH,2020-01-04,Asian
MGH,2020-01-04,White
MGH,2020-01-05,White
MGH,2020-01-05,Asian
MGH,2020-01-05,Black
MGH,2020-01-05,White
MGH,2020-01-05,White
MGH,2020-01-05,Black
MGH,2020-01-05,Black
MGH,2020-01-05,Asian
MGH,2020-01-05,Hispanic
MGH,2020-01-06,Asian
MGH,2020-01-06,Hispanic
MGH,2020-01-06,Asian
MGH,2020-01-06,Hispanic
MGH,2020-01-06,Asian
MGH,2020-01-06,Hispanic
MGH,2020-01-06,White
MGH,2020-01-06,White
MGH,2020-01-07,Hispanic
MGH,2020-01-07,Asian
MGH,2020-01-07,White
MGH,2020-01-07,Black
MGH,2020-01-07,White
MGH,2020-01-07,Hispanic
MGH,2020-01-07,White
MGH,2020-01-08,White
MGH,2020-01-08,Asian
MGH,2020-01-08,Asian
MGH,2020-01-08,White
MGH,2020-01-08,Asian
MGH,2020-01-09,White
MGH,2020-01-09,Asian
MGH,2020-01-09,White
MGH,2020-01-09,Asian
MGH,2020-01-09,Hispanic
MGH,2020-01-09,Asian
MGH,2020-01-10,White
MGH,2020-01-10,White
MGH,2020-01-10,White
MGH,2020-01-10,Hispanic
MGH,2020-01-10,White
MGH,2020-01-10,White
MGH,2020-01-10,White
MGH,2020-01-11,White
MGH,2020-01-11,Hispanic
MGH,2020-01-11,White
MGH,2020-01-11,Asian
MGH,2020-01-12,Asian
MGH,2020-01-12,White
MGH,2020-01-12,White
MGH,2020-01-12,White
MGH,2020-01-12,White
MGH,2020-01-12,White
MGH,2020-01-12,Asian
MGH,2020-01-13,Asian
MGH,2020-01-13,Black
MGH,2020-01-13,White
MGH,2020-01-13,Asian
MGH,2020-01-13,Hispanic
MGH,2020-01-13,White
MGH,2020-01-13,White
MGH,2020-01-13,Asian
MGH,2020-01-13,Hispanic
MGH,2020-01-13,White
MGH,2020-01-14,White
MGH,2020-01-14,White
MGH,2020-01-14,Black
MGH,2020-01-14,White
MGH,2020-01-14,Hispanic
MGH,2020-01-14,Black
MGH,2020-01-14,Hispanic
MGH,2020-01-14,Asian
MGH,2020-01-14,White
MGH,2020-01-15,Asian
MGH,2020-01-15,Asian
MGH,2020-01-15,Black
MGH,2020-01-15,White
MGH,2020-01-15,White
MGH,2020-01-15,White
MGH,2020-01-16,White
MGH,2020-01-16,Asian
MGH,2020-01-16,White
MGH,2020-01-17,Asian
MGH,2020-01-17,Black
MGH,2020-01-17,White
MGH,2020-01-18,Hispanic
MGH,2020-01-19,White
MGH,2020-01-19,Hispanic
MGH,2020-01-19,Black
MGH,2020-01-19,Black
MGH,2020-01-19,Asian
MGH,2020-01-20,White
MGH,2020-01-20,Asian
MGH,2020-01-20,White
MGH,2020-01-20,Hispanic
MGH,2020-01-20,White
MGH,2020-01-20,Black
MGH,2020-01-20,White
MGH,2020-01-20,Asian
MGH,2020-01-20,Hispanic
MGH,2020-01-21,Hispanic
MGH,2020-01-21,White
MGH,2020-01-21,Asian
MGH,2020-01-21,White
MGH,2020-01-21,White
MGH,2020-01-21,Black
MGH,2020-01-21,White
MGH,2020-01-21,Asian
MGH,2020-01-21,Hispanic
MGH,2020-01-21,White
MGH,2020-01-22,Asian
MGH,2020-01-22,White
MGH,2020-01-22,White
MGH,2020-01-22,White
MGH,2020-01-22,White
MGH,2020-01-22,Hispanic
MGH,2020-01-22,White
MGH,2020-01-22,White
MGH,2020-01-23,White
MGH,2020-01-23,Asian
MGH,2020-01-23,Black
MGH,2020-01-23,Black
MGH,2020-01-23,Asian
MGH,2020-01-23,Asian
MGH,2020-01-23,White
MGH,2020-01-24,Asian
MGH,2020-01-24,White
MGH,2020-01-24,White
MGH,2020-01-24,White
MGH,2020-01-24,Hispanic
MGH,2020-01-24,Hispanic
MGH,2020-01-24,Asian
MGH,2020-01-24,White
MGH,2020-01-25,Asian
MGH,2020-01-26,White
MGH,2020-01-26,Black
MGH,2020-01-26,Asian
MGH,2020-01-26,Black
MGH,2020-01-26,Hispanic
MGH,2020-01-26,White
MGH,2020-01-26,Asian
MGH,2020-01-26,White
MGH,2020-01-26,Hispanic
MGH,2020-01-27,Asian
MGH,2020-01-27,Hispanic
MGH,2020-01-28,White
MGH,2020-01-28,White
MGH,2020-01-28,White
MGH,2020-01-28,Asian
MGH,2020-01-28,Black
MGH,2020-01-29,White
MGH,2020-01-29,Asian
MGH,2020-01-30,Hispanic
MGH,2020-01-30,Black
MGH,2020-01-30,Hispanic
MGH,2020-01-30,Asian
MGH,2020-01-30,White
MGH,2020-01-30,Hispanic
MGH,2020-01-30,White
MGH,2020-01-31,White
MGH,2020-02-01,White
MGH,2020-02-01,White
MGH,2020-02-01,Asian
MGH,2020-02-02,White
MGH,2020-02-02,Black
MGH,2020-02-02,Hispanic
MGH,2020-02-02,White
MGH,2020-02-02,White
MGH,2020-02-03,White
MGH,2020-02-03,White
MGH,2020-02-03,Asian
MGH,2020-02-03,Asian
MGH,2020-02-03,Asian
MGH,2020-02-03,Asian
MGH,2020-02-03,Hispanic
MGH,2020-02-03,White
MGH,2020-02-03,White
MGH,2020-02-03,White
MGH,2020-02-04,Black
MGH,2020-02-04,White
MGH,2020-02-04,Hispanic
MGH,2020-02-04,White
MGH,2020-02-04,Hispanic
MGH,2020-02-05,White
MGH,2020-02-06,Black
MGH,2020-02-06,Hispanic
MGH,2020-02-06,Asian
MGH,2020-02-06,White
MGH,2020-02-07,White
MGH,2020-02-07,Hispanic
MGH,2020-02-07,Black
MGH,2020-02-08,Black
MGH,2020-02-08,Hispanic
MGH,2020-02-08,Black
MGH,2020-02-08,Asian
MGH,2020-02-09,Hispanic
MGH,2020-02-09,White
MGH,2020-02-09,White
MGH,2020-02-09,Black
MGH,2020-02-09,White
MGH,2020-02-09,Asian
MGH,2020-02-09,Hispanic
MGH,2020-02-10,White
MGH,2020-02-10,Black
MGH,2020-02-11,Black
MGH,2020-02-11,Asian
MGH,2020-02-11,Asian
MGH,2020-02-12,White
MGH,2020-02-12,White
MGH,2020-02-12,Black
MGH,2020-02-12,Asian
MGH,2020-02-12,Asian
MGH,2020-02-13,Asian
MGH,2020-02-13,Asian
MGH,2020-02-13,White
MGH,2020-02-13,White
MGH,2020-02-13,Black
MGH,2020-02-13,White
MGH,2020-02-13,Asian
MGH,2020-02-14,Asian
MGH,2020-02-14,Asian
MGH,2020-02-14,White
MGH,2020-02-14,White
MGH,2020-02-14,Hispanic
MGH,2020-02-14,Hispanic
MGH,2020-02-14,Black
MGH,2020-02-14,Black
MGH,2020-02-14,Hispanic
MGH,2020-02-14,White
MGH,2020-02-15,White
MGH,2020-02-16,Hispanic
MGH,2020-02-17,Asian
MGH,2020-02-17,White
MGH,2020-02-17,White
MGH,2020-02-17,Asian
MGH,2020-02-17,White
MGH,2020-02-17,Asian
MGH,2020-02-17,White
MGH,2020-02-17,Hispanic
MGH,2020-02-17,Hispanic
MGH,2020-02-17,White
MGH,2020-02-18,White
MGH,2020-02-18,Asian
MGH,2020-02-18,Black
MGH,2020-02-18,Asian
MGH,2020-02-18,White
MGH,2020-02-18,White
MGH,2020-02-18,Asian
MGH,2020-02-18,White
MGH,2020-02-18,White
MGH,2020-02-19,White
MGH,2020-02-19,Asian
MGH,2020-02-20,Asian
MGH,2020-02-20,White
MGH,2020-02-20,Black
MGH,2020-02-20,Black
MGH,2020-02-21,Hispanic
MGH,2020-02-21,Hispanic
MGH,2020-02-21,Asian
MGH,2020-02-21,White
MGH,2020-02-21,Asian
MGH,2020-02-21,White
MGH,2020-02-22,Hispanic
MGH,2020-02-22,Asian
MGH,2020-02-22,White
MGH,2020-02-22,White
MGH,2020-02-23,White
MGH,2020-02-23,Hispanic
MGH,2020-02-23,Asian
MGH,2020-02-23,Asian
MGH,2020-02-23,White
MGH,2020-02-24,White
MGH,2020-02-24,White
MGH,2020-02-24,Asian
MGH,2020-02-24,Asian
MGH,2020-02-24,Asian
MGH,2020-02-24,White
MGH,2020-02-24,Hispanic
MGH,2020-02-24,White
MGH,2020-02-24,Hispanic
MGH,2020-02-24,White
MGH,2020-02-25,White
MGH,2020-02-25,Black
MGH,2020-02-25,Hispanic
MGH,2020-02-25,Asian
MGH,2020-02-25,Asian
MGH,2020-02-26,White
MGH,2020-02-26,White
MGH,2020-02-26,White
MGH,2020-02-27,Asian
MGH,2020-02-27,Hispanic
MGH,2020-02-27,Black
MGH,2020-02-27,Asian
MGH,2020-02-27,White
MGH,2020-02-27,Black
MGH,2020-02-27,Asian
MGH,2020-02-28,White
MGH,2020-02-28,Hispanic
MGH,2020-02-28,Black
MGH,2020-02-28,Black
MGH,2020-02-28,Asian
MGH,2020-02-29,Asian
MGH,2020-02-29,White
MGH,2020-03-01,Black
MGH,2020-03-01,White
MGH,2020-03-01,Asian
MGH,2020-03-01,Black
MGH,2020-03-01,White
MGH,2020-03-02,White
MGH,2020-03-02,White
MGH,2020-03-02,Asian
MGH,2020-03-02,Asian
MGH,2020-03-02,Asian
MGH,2020-03-03,Asian
MGH,2020-03-04,White
MGH,2020-03-04,Hispanic
MGH,2020-03-04,Asian
MGH,2020-03-04,White
MGH,2020-03-04,Hispanic
MGH,2020-03-04,Black
MGH,2020-03-04,White
MGH,2020-03-04,Asian
MGH,2020-03-05,Black
MGH,2020-03-05,Asian
MGH,2020-03-06,White
MGH,2020-03-06,Asian
MGH,2020-03-07,Hispanic
MGH,2020-03-08,Asian
MGH,2020-03-08,White
MGH,2020-03-08,Hispanic
MGH,2020-03-08,White
MGH,2020-03-08,Hispanic
MGH,2020-03-08,Hispanic
MGH,2020-03-08,Asian
MGH,2020-03-09,Black
MGH,2020-03-09,White
MGH,2020-03-09,White
MGH,2020-03-09,Hispanic
MGH,2020-03-09,White
MGH,2020-03-09,White
MGH,2020-03-10,White
MGH,2020-03-11,Hispanic
MGH,2020-03-11,Asian
MGH,2020-03-11,Asian
MGH,2020-03-11,Black
MGH,2020-03-11,White
MGH,2020-03-11,Black
MGH,2020-03-11,White
MGH,2020-03-11,Black
MGH,2020-03-11,White
MGH,2020-03-11,Black
MGH,2020-03-12,White
MGH,2020-03-12,White
MGH,2020-03-13,White
MGH,2020-03-13,White
MGH,2020-03-13,Black
MGH,2020-03-13,Asian
MGH,2020-03-13,Asian
MGH,2020-03-13,Black
MGH,2020-03-13,White
MGH,2020-03-13,White
MGH,2020-03-13,Asian
MGH,2020-03-13,Asian
MGH,2020-03-14,Black
MGH,2020-03-14,Asian
MGH,2020-03-14,White
MGH,2020-03-14,Asian
MGH,2020-03-14,White
MGH,2020-03-14,Black
MGH,2020-03-14,Black
MGH,2020-03-15,White
MGH,2020-03-15,Asian
MGH,2020-03-15,Asian
MGH,2020-03-15,White
MGH,2020-03-15,White
MGH,2020-03-15,Black
MGH,2020-03-16,Asian
MGH,2020-03-16,White
MGH,2020-03-16,Black
MGH,2020-03-17,Black
MGH,2020-03-17,White
MGH,2020-03-17,Asian
MGH,2020-03-17,Hispanic
MGH,2020-03-18,Black
MGH,2020-03-18,Hispanic
MGH,2020-03-18,White
MGH,2020-03-18,Asian
MGH,2020-03-18,Black
MGH,2020-03-18,Hispanic
MGH,2020-03-19,White
MGH,2020-03-20,Asian
MGH,2020-03-20,White
MGH,2020-03-20,White
MGH,2020-03-20,Asian
MGH,2020-03-20,White
MGH,2020-03-20,Hispanic
MGH,2020-03-20,White
MGH,2020-03-20,Black
MGH,2020-03-21,Black
MGH,2020-03-21,Hispanic
MGH,2020-03-21,White
MGH,2020-03-22,Asian
MGH,2020-03-22,White
MGH,2020-03-22,White
MGH,2020-03-22,Asian
MGH,2020-03-22,Hispanic
MGH,2020-03-22,Asian
MGH,2020-03-23,Asian
MGH,2020-03-23,White
MGH,2020-03-23,Asian
MGH,2020-03-23,Hispanic
MGH,2020-03-23,White
MGH,2020-03-23,White
MGH,2020-03-23,White
MGH,2020-03-23,Black
MGH,2020-03-24,Black
MGH,2020-03-24,White
MGH,2020-03-24,Asian
MGH,2020-03-24,Hispanic
MGH,2020-03-24,White
MGH,2020-03-24,Asian
MGH,2020-03-24,White
MGH,2020-03-24,Black
MGH,2020-03-24,Asian
MGH,2020-03-24,Hispanic
MGH,2020-03-25,Black
MGH,2020-03-25,White
MGH,2020-03-25,Asian
MGH,2020-03-25,White
MGH,2020-03-25,Asian
MGH,2020-03-25,White
MGH,2020-03-26,Asian
MGH,2020-03-26,Black
MGH,2020-03-26,Black
MGH,2020-03-26,Black
MGH,2020-03-26,White
MGH,2020-03-26,Asian
MGH,2020-03-26,White
MGH,2020-03-26,Hispanic
MGH,2020-03-27,White
MGH,2020-03-27,Hispanic
MGH,2020-03-27,White
MGH,2020-03-28,Asian
MGH,2020-03-28,White
MGH,2020-03-28,Asian
MGH,2020-03-28,White
MGH,2020-03-28,Asian
MGH,2020-03-29,White
MGH,2020-03-29,White
MGH,2020-03-29,White
MGH,2020-03-29,White
MGH,2020-03-29,Black
MGH,2020-03-29,White
MGH,2020-03-29,Asian
MGH,2020-03-29,White
MGH,2020-03-30,White
MGH,2020-03-30,Black
MGH,2020-03-30,White
MGH,2020-03-30,White
MGH,2020-03-30,Asian
MGH,2020-03-30,Hispanic
MGH,2020-03-30,White
MGH,2020-03-30,White
MGH,2020-03-30,White
MGH,2020-03-30,Black
MGH,2020-03-31,Hispanic
MGH,2020-04-01,Black
MGH,2020-04-01,Hispanic
MGH,2020-04-01,White
MGH,2020-04-01,White
MGH,2020-04-01,Black
MGH,2020-04-01,Asian
MGH,2020-04-01,Black
MGH,2020-04-01,White
MGH,2020-04-02,Black
MGH,2020-04-02,Asian
MGH,2020-04-02,White
MGH,2020-04-02,Asian
MGH,2020-04-02,White
MGH,2020-04-02,White
MGH,2020-04-02,White
MGH,2020-04-02,White
MGH,2020-04-03,White
MGH,2020-04-03,White
MGH,2020-04-03,Hispanic
MGH,2020-04-03,White
MGH,2020-04-03,Hispanic
MGH,2020-04-03,Asian
MGH,2020-04-03,White
MGH,2020-04-04,Black
MGH,2020-04-04,Asian
MGH,2020-04-04,Black
MGH,2020-04-04,White
MGH,2020-04-04,Asian
MGH,2020-04-04,Black
MGH,2020-04-04,Asian
MGH,2020-04-04,Black
MGH,2020-04-04,Black
MGH,2020-04-04,Asian
MGH,2020-04-05,White
MGH,2020-04-05,Black
MGH,2020-04-05,White
MGH,2020-04-05,White
MGH,2020-04-05,White
MGH,2020-04-05,White
MGH,2020-04-05,White
MGH,2020-04-05,White
MGH,2020-04-06,White
MGH,2020-04-06,Hispanic
MGH,2020-04-06,Hispanic
MGH,2020-04-06,Asian
MGH,2020-04-06,Asian
MGH,2020-04-06,Hispanic
MGH,2020-04-06,Asian
MGH,2020-04-06,Hispanic
MGH,2020-04-06,Asian
MGH,2020-04-07,Black
MGH,2020-04-07,Hispanic
MGH,2020-04-07,Black
MGH,2020-04-08,Hispanic
MGH,2020-04-08,White
MGH,2020-04-08,Asian
MGH,2020-04-09,Black
MGH,2020-04-09,Hispanic
MGH,2020-04-09,Hispanic
MGH,2020-04-09,Asian
MGH,2020-04-09,Hispanic
MGH,2020-04-09,White
MGH,2020-04-09,White
MGH,2020-04-09,White
MGH,2020-04-09,Asian
MGH,2020-04-10,Asian
MGH,2020-04-10,White
MGH,2020-04-10,Asian
MGH,2020-04-10,Black
MGH,2020-04-11,Asian
MGH,2020-04-11,White
MGH,2020-04-11,White
MGH,2020-04-11,Asian
MGH,2020-04-11,White
MGH,2020-04-11,Asian
MGH,2020-04-11,Black
MGH,2020-04-11,Asian
MGH,2020-04-11,White
MGH,2020-04-12,Hispanic
MGH,2020-04-12,White
MGH,2020-04-12,Asian
MGH,2020-04-12,White
MGH,2020-04-13,White
MGH,2020-04-14,White
MGH,2020-04-14,White
MGH,2020-04-14,White
MGH,2020-04-14,White
MGH,2020-04-14,Asian
MGH,2020-04-14,White
MGH,2020-04-14,Asian
MGH,2020-04-14,White
MGH,2020-04-15,Asian
MGH,2020-04-15,Black
MGH,2020-04-15,Asian
MGH,2020-04-15,White
MGH,2020-04-16,White
MGH,2020-04-16,White
MGH,2020-04-16,Black
MGH,2020-04-16,White
MGH,2020-04-16,Hispanic
MGH,2020-04-16,White
MGH,2020-04-16,Black
MGH,2020-04-16,White
MGH,2020-04-17,Asian
MGH,2020-04-17,Black
MGH,2020-04-17,Black
MGH,2020-04-17,Hispanic
MGH,2020-04-17,Asian
MGH,2020-04-17,White
MGH,2020-04-17,White
MGH,2020-04-17,Asian
MGH,2020-04-18,Black
MGH,2020-04-18,Asian
MGH,2020-04-19,White
MGH,2020-04-19,Asian
MGH,2020-04-19,Black
MGH,2020-04-19,Black
MGH,2020-04-19,Hispanic
MGH,2020-04-20,White
MGH,2020-04-20,Asian
MGH,2020-04-20,White
MGH,2020-04-20,Hispanic
MGH,2020-04-20,Hispanic
MGH,2020-04-20,Hispanic
MGH,2020-04-20,White
MGH,2020-04-20,White
MGH,2020-04-21,White
MGH,2020-04-21,White
MGH,2020-04-21,White
MGH,2020-04-21,Hispanic
MGH,2020-04-22,Hispanic
MGH,2020-04-22,Hispanic
MGH,2020-04-23,White
MGH,2020-04-24,White
MGH,2020-04-24,White
MGH,2020-04-24,Black
MGH,2020-04-24,Hispanic
MGH,2020-04-24,White
MGH,2020-04-24,Hispanic
MGH,2020-04-24,Asian
MGH,2020-04-25,White
MGH,2020-04-25,White
MGH,2020-04-25,Asian
MGH,2020-04-26,White
MGH,2020-04-26,White
MGH,2020-04-26,Asian
MGH,2020-04-26,White
MGH,2020-04-26,Hispanic
MGH,2020-04-27,White
MGH,2020-04-27,White
MGH,2020-04-28,White
MGH,2020-04-28,White
MGH,2020-04-28,Hispanic
MGH,2020-04-28,Asian
MGH,2020-04-28,Asian
MGH,2020-04-29,Asian
MGH,2020-04-29,Black
MGH,2020-04-29,White
MGH,2020-04-29,Hispanic
MGH,2020-04-29,Black
MGH,2020-04-29,Black
MGH,2020-04-30,Hispanic
MGH,2020-04-30,Asian
MGH,2020-04-30,Asian
MGH,2020-04-30,Black
MGH,2020-04-30,Asian
MGH,2020-04-30,White
MGH,2020-04-30,Hispanic
MGH,2020-04-30,White
MGH,2020-04-30,Black
MGH,2020-05-01,White
MGH,2020-05-02,White
MGH,2020-05-02,White
MGH,2020-05-02,White
MGH,2020-05-02,White
MGH,2020-05-02,Black
MGH,2020-05-03,Hispanic
MGH,2020-05-03,White
MGH,2020-05-04,White
MGH,2020-05-04,White
MGH,2020-05-04,White
MGH,2020-05-04,Asian
MGH,2020-05-04,White
MGH,2020-05-04,White
MGH,2020-05-04,White
MGH,2020-05-05,Hispanic
MGH,2020-05-05,Asian
MGH,2020-05-05,Black
MGH,2020-05-05,Black
MGH,2020-05-05,Asian
MGH,2020-05-05,White
MGH,2020-05-05,Asian
MGH,2020-05-05,Asian
MGH,2020-05-05,Black
MGH,2020-05-05,White
MGH,2020-05-06,White
MGH,2020-05-06,Black
MGH,2020-05-06,White
MGH,2020-05-06,Hispanic
MGH,2020-05-06,White
MGH,2020-05-06,Asian
MGH,2020-05-06,Asian
MGH,2020-05-06,White
MGH,2020-05-06,Black
MGH,2020-05-07,Asian
MGH,2020-05-07,Black
MGH,2020-05-07,White
MGH,2020-05-07,Asian
MGH,2020-05-08,Asian
MGH,2020-05-08,Asian
MGH,2020-05-08,Asian
MGH,2020-05-09,Asian
MGH,2020-05-09,White
MGH,2020-05-09,Black
MGH,2020-05-09,Asian
MGH,2020-05-09,White
MGH,2020-05-09,Black
MGH,2020-05-09,White
MGH,2020-05-09,Black
MGH,2020-05-09,White
MGH,2020-05-09,White
MGH,2020-05-10,White
MGH,2020-05-11,Hispanic
MGH,2020-05-11,Asian
MGH,2020-05-11,White
MGH,2020-05-12,White
MGH,2020-05-12,White
MGH,2020-05-12,White
MGH,2020-05-12,Hispanic
MGH,2020-05-12,Asian
MGH,2020-05-12,Asian
MGH,2020-05-13,White
MGH,2020-05-13,Asian
MGH,2020-05-13,Asian
MGH,2020-05-13,White
MGH,2020-05-13,White
MGH,2020-05-14,White
MGH,2020-05-14,Asian
MGH,2020-05-14,Asian
MGH,2020-05-14,Asian
MGH,2020-05-14,White
MGH,2020-05-14,White
MGH,2020-05-14,White
MGH,2020-05-15,White
MGH,2020-05-15,Asian
MGH,2020-05-15,Asian
MGH,2020-05-15,White
MGH,2020-05-15,Asian
MGH,2020-05-15,White
MGH,2020-05-15,Hispanic
MGH,2020-05-15,White
MGH,2020-05-15,Hispanic
MGH,2020-05-16,Asian
MGH,2020-05-16,White
MGH,2020-05-16,White
MGH,2020-05-16,White
MGH,2020-05-17,White
MGH,2020-05-17,Hispanic
MGH,2020-05-17,Hispanic
MGH,2020-05-17,White
MGH,2020-05-17,Hispanic
MGH,2020-05-17,White
MGH,2020-05-17,Black
MGH,2020-05-17,Hispanic
MGH,2020-05-17,Hispanic
MGH,2020-05-17,Asian
MGH,2020-05-18,White
MGH,2020-05-18,Black
MGH,2020-05-18,White
MGH,2020-05-18,Black
MGH,2020-05-18,White
MGH,2020-05-18,Asian
MGH,2020-05-18,White
MGH,2020-05-18,Hispanic
MGH,2020-05-19,Hispanic
MGH,2020-05-19,Black
MGH,2020-05-19,White
MGH,2020-05-19,White
MGH,2020-05-19,White
MGH,2020-05-19,White
MGH,2020-05-19,Hispanic
MGH,2020-05-19,White
MGH,2020-05-20,Asian
MGH,2020-05-20,White
MGH,2020-05-20,White
MGH,2020-05-21,White
MGH,2020-05-21,Asian
MGH,2020-05-21,Black
MGH,2020-05-21,Asian
MGH,2020-05-21,White
MGH,2020-05-21,Asian
MGH,2020-05-21,White
MGH,2020-05-22,White
MGH,2020-05-22,White
MGH,2020-05-22,Black
MGH,2020-05-22,Black
MGH,2020-05-22,White
MGH,2020-05-22,White
MGH,2020-05-22,White
MGH,2020-05-22,White
MGH,2020-05-23,Hispanic
MGH,2020-05-23,White
MGH,2020-05-24,Hispanic
MGH,2020-05-24,White
MGH,2020-05-25,Hispanic
MGH,2020-05-25,Asian
MGH,2020-05-25,Hispanic
MGH,2020-05-25,White
MGH,2020-05-25,Asian
MGH,2020-05-25,Asian
MGH,2020-05-25,Black
MGH,2020-05-25,Hispanic
MGH,2020-05-25,White
MGH,2020-05-26,Black
MGH,2020-05-26,White
MGH,2020-05-27,White
MGH,2020-05-27,White
MGH,2020-05-27,Asian
MGH,2020-05-27,Asian
MGH,2020-05-27,White
MGH,2020-05-27,Hispanic
MGH,2020-05-27,White
MGH,2020-05-27,Asian
MGH,2020-05-28,White
MGH,2020-05-28,Black
MGH,2020-05-28,White
MGH,2020-05-29,Hispanic
MGH,2020-05-29,White
MGH,2020-05-29,White
MGH,2020-05-29,White
MGH,2020-05-29,Black
MGH,2020-05-29,Hispanic
MGH,2020-05-30,Hispanic
MGH,2020-05-30,Hispanic
MGH,2020-05-30,Hispanic
MGH,2020-05-30,White
MGH,2020-05-31,White
MGH,2020-05-31,White
MGH,2020-05-31,White
MGH,2020-05-31,Asian
MGH,2020-05-31,Black
MGH,2020-05-31,Black
MGH,2020-05-31,Black
MGH,2020-05-31,Black
MGH,2020-05-31,White
MGH,2020-06-01,Hispanic
MGH,2020-06-02,Hispanic
MGH,2020-06-02,White
MGH,2020-06-02,White
MGH,2020-06-02,Asian
MGH,2020-06-02,White
MGH,2020-06-02,Hispanic
MGH,2020-06-02,Black
MGH,2020-06-02,White
MGH,2020-06-03,White
MGH,2020-06-03,White
MGH,2020-06-04,Black
MGH,2020-06-04,Hispanic
MGH,2020-06-04,White
MGH,2020-06-05,Hispanic
MGH,2020-06-05,White
MGH,2020-06-05,Hispanic
MGH,2020-06-06,White
MGH,2020-06-07,Hispanic
MGH,2020-06-07,Asian
MGH,2020-06-07,White
MGH,2020-06-07,White
MGH,2020-06-07,Hispanic
MGH,2020-06-07,White
MGH,2020-06-07,Black
MGH,2020-06-07,Black
MGH,2020-06-07,White
MGH,2020-06-07,White
MGH,2020-06-08,White
MGH,2020-06-08,White
MGH,2020-06-08,Hispanic
MGH,2020-06-08,White
MGH,2020-06-08,White
MGH,2020-06-08,Hispanic
MGH,2020-06-08,Hispanic
MGH,2020-06-08,Asian
MGH,2020-06-08,Hispanic
MGH,2020-06-08,Asian
MGH,2020-06-09,White
MGH,2020-06-09,White
MGH,2020-06-09,White
MGH,2020-06-09,Asian
MGH,2020-06-09,Black
MGH,2020-06-09,White
MGH,2020-06-09,White
MGH,2020-06-09,White
MGH,2020-06-09,White
MGH,2020-06-10,Asian
MGH,2020-06-10,Hispanic
MGH,2020-06-11,Black
MGH,2020-06-12,White
MGH,2020-06-13,Asian
MGH,2020-06-14,Asian
MGH,2020-06-14,White
MGH,2020-06-14,White
MGH,2020-06-14,White
MGH,2020-06-14,Asian
MGH,2020-06-15,Hispanic
MGH,2020-06-15,White
MGH,2020-06-16,Hispanic
MGH,2020-06-16,Black
MGH,2020-06-16,White
MGH,2020-06-16,White
MGH,2020-06-17,Hispanic
MGH,2020-06-17,White
MGH,2020-06-17,White
MGH,2020-06-17,Asian
MGH,2020-06-17,Hispanic
MGH,2020-06-17,Black
MGH,2020-06-18,White
MGH,2020-06-18,Asian
MGH,2020-06-18,White
MGH,2020-06-19,White
MGH,2020-06-19,Asian
MGH,2020-06-20,White
MGH,2020-06-20,Black
MGH,2020-06-20,White
MGH,2020-06-20,White
MGH,2020-06-20,Asian
MGH,2020-06-20,White
MGH,2020-06-20,Asian
MGH,2020-06-20,White
MGH,2020-06-20,Black
MGH,2020-06-20,White
MGH,2020-06-21,Hispanic
MGH,2020-06-21,Black
MGH,2020-06-21,White
MGH,2020-06-22,Asian
MGH,2020-06-22,Asian
MGH,2020-06-22,White
MGH,2020-06-23,White
MGH,2020-06-23,Black
MGH,2020-06-23,White
MGH,2020-06-23,Black
MGH,2020-06-24,Asian
MGH,2020-06-24,White
MGH,2020-06-24,Black
MGH,2020-06-24,Black
MGH,2020-06-24,White
MGH,2020-06-24,White
MGH,2020-06-24,Asian
MGH,2020-06-24,Asian
MGH,2020-06-24,Asian
MGH,2020-06-25,Asian
MGH,2020-06-25,Asian
MGH,2020-06-25,White
MGH,2020-06-25,Asian
MGH,2020-06-25,Black
MGH,2020-06-25,White
MGH,2020-06-25,Asian
MGH,2020-06-25,Hispanic
